Work Order Id,Std Job No,WO Completed Status,WO Create Date,Ads Building Number,Ads Eastings,Ads Northings,Ads Operation Area,Ads Osapr,Street postcode,Ads Post Town,Ads Region,Ads Water Operational Area,Ads Water Supply Zone
98519,WRNW17,All Complete with Comments                        ,30/07/2004,,"268,167.00","564,769.00",South East,APXL958PDD05Y5F0ML,DG72PW,CASTLE DOUGLAS,South,Lochinvar WOA,Lochinvar WSZ
98663,WRNW17,All Complete                                      ,30/07/2004,57,"336,845.00","951,161.00",North West,APTCAQ8J5FN5QFEGAT,KW14NZ,WICK,North,Loch Calder WOA,Toftcarl WSZ
98671,WRNW17,All Complete                                      ,30/07/2004,32,"310,461.00","733,264.00",North East,APVU1M8Q0V55GPAGQ8,PH14NZ,PERTH,East,Perth (Gowans Terrace) WOA,Stanley WSZ
98925,WRNW17,All Complete with Comments                        ,02/08/2004,4,"356,563.00","703,730.00",North East,AP697X8856741AX03B,KY103EW,ANSTRUTHER,East,Glenfarg & Glendevon WOA,Carnbee WSZ
98927,WRNW17,All Complete with Comments                        ,02/08/2004,12,"327,671.00","691,746.00",North East,APFH0L825X94C9U0ER,KY11YQ,KIRKCALDY,East,GLENFARG WOA,Carberry Low WSZ
98932,WRNW17,All Complete with Comments                        ,02/08/2004,9,"345,624.00","728,722.00",North East,APJP7W885HB4EGXGXA,DD69HX,TAYPORT,East,LHills & GFarg & Glendevon WOA,Tayport WSZ
98935,WRNW17,All Complete                                      ,02/08/2004,8,"327,742.00","692,228.00",North East,APU21Y815XD4DHU0T1,KY25HN,KIRKCALDY,East,GLENFARG WOA,Carberry Low WSZ
99201,WRNW17,All Complete                                      ,02/08/2004,23,"255,068.00","859,908.00",North West,APQ2EG8X53R5WQ90AB,IV159RA,DINGWALL,North,Assynt WOA,Tulloch Castle WSZ
99529,WRNW17,All Complete                                      ,03/08/2004,19,"276,537.00","562,601.00",South East,APJ57Q8D5W75X2A0U4,DG71AJ,CASTLE DOUGLAS,South,Lochinvar WOA,Carlochan WSZ
99687,WRNW17,All Complete                                      ,03/08/2004,10,"322,058.00","674,857.00",South East,APPL208H53A441NGB1,EH42DD,EDINBURGH,South,Glencorse WOA,Blackhall/Davidson's Mains WSZ
99692,WRNW17,All Complete                                      ,03/08/2004,56,"326,180.00","671,451.00",South East,AP9E1M815UC42CN0Y1,EH92LX,EDINBURGH,South,Glencorse WOA,Blackford WSZ
100167,WRNW17,All Complete                                      ,04/08/2004,,"284,290.00","594,522.00",South East,APKXAV891C75EJRGQ5,DG34LX,THORNHILL,South,Kettleton WOA,Kettleton CWT WSZ
100168,WRNW17,All Complete                                      ,04/08/2004,54,"247,521.00","558,673.00",South East,APEAGX8C5LJ6V64GUT,DG87JF,NEWTON STEWART,South,Penwhirn WOA,Creetown WSZ
100188,WRNW17,All Complete                                      ,04/08/2004,1,"284,703.00","594,659.00",South East,AP97K18C5D57EPF0QD,DG34BG,THORNHILL,South,Kettleton WOA,Kettleton CWT WSZ
100229,WRNW17,All Complete with Comments                        ,04/08/2004,89,"233,853.00","543,766.00",South East,APVU7K8V5AB5MUAGGA,DG89SD,NEWTON STEWART,South,Penwhirn WOA,Elrig WSZ
100464,WRNW17,All Complete                                      ,04/08/2004,,"357,488.00","817,835.00",North East,AP0MFY8D5Q15866GH3,AB338AP,ALFORD,East,Invercannie & Mannofield WOA,Crookmore WSZ
100634,WRNW17,All Complete                                      ,05/08/2004,378,"390,850.00","809,206.00",North East,AP4UAV8K5R644YW0AW,AB219NL,ABERDEEN,East,Invercannie & Mannofield WOA,Slopefield WSZ
101139,WRNW17,All Complete                                      ,06/08/2004,6,"326,382.00","675,184.00",South East,APYQER8R5UQ446TG9H,EH74PH,EDINBURGH,South,Glencorse WOA,North East Edinburgh WSZ
101208,WRNW17,All Complete                                      ,06/08/2004,30,"311,162.00","868,978.00",North West,APMQLM8M5WH5159G5G,IV305TT,ELGIN,East,Glenlatterach & Badentinan WOA,Clarklyhill WSZ
101211,WRNW17,All Complete                                      ,06/08/2004,15,"288,604.00","856,847.00",North West,APQ7E88X5595U89G1D,IV124PE,NAIRN,North,Inverness WOA,Raitloan WSZ
101219,WRNW17,All Complete with Comments                        ,06/08/2004,19,"330,534.00","674,010.00",South East,APFD18815KV44LN089,EH151JE,EDINBURGH,South,Glencorse WOA,Durham/Portobello West WSZ
101230,WRNW17,All Complete with Comments                        ,06/08/2004,72,"304,899.00","669,316.00",South East,AP72J08951T41BY0FG,EH548HF,LIVINGSTON,South,Marchbank WOA,Deans WSZ
107272,WRNW17,All Complete                                      ,08/08/2004,,"357,488.00","817,835.00",North East,AP0MFY8D5Q15866GH3,AB338AP,ALFORD,East,Invercannie & Mannofield WOA,Crookmore WSZ
107382,WRNW17,All Complete                                      ,09/08/2004,,"332,990.00","667,842.00",South East,APKHB28H5PN51HRGP9,EH221JX,DALKEITH,South,Rosebery (Ed & Lothian) WOA,Whitehill WSZ
107686,WRNW17,All Complete with Comments                        ,09/08/2004,,"314,507.00","688,815.00",North East,AP1YHB8J5L76BV40FQ,KY48AJ,COWDENBEATH,East,Glendevon WOA,Craigbeath WSZ
107690,WRNW17,All Complete with Comments                        ,09/08/2004,105,"300,244.00","689,310.00",North East,AP9F1B8R5874B3UGTG,KY129PH,DUNFERMLINE,East,Glendevon WOA,Saline Golf Course WSZ
107694,WRNW17,All Complete with Comments                        ,09/08/2004,87,"329,691.00","692,957.00",North East,APPE0P895HP4DVUG4H,KY12AR,KIRKCALDY,East,Glenfarg & Glendevon WOA,Carberry High WSZ
108176,WRNW17,All Complete with Comments                        ,10/08/2004,12,"361,545.00","708,018.00",North East,APJA7X885GE43DXG4B,KY103TR,ANSTRUTHER,East,Glenfarg & Glendevon WOA,Crail WSZ
109608,WRNW17,All Complete with Comments                        ,10/08/2004,22,"333,731.00","664,556.00",South East,AP6NJL8159L4Y0U08A,EH224JJ,DALKEITH,South,Rosebery (Ed & Lothian) WOA,Campwood WSZ
110939,WRNW17,All Complete with Comments                        ,11/08/2004,34,"327,137.00","669,451.00",South East,AP361K815W841DN0E1,EH166LY,EDINBURGH,South,Glencorse WOA,Gilmerton PRV WSZ
111185,WRNW17,All Complete                                      ,11/08/2004,50,"265,731.00","869,560.00",North West,AP7V0D8Y58451EF03L,IV170SG,ALNESS,North,Assynt WOA,Contullich WSZ
111251,WRNW17,All Complete                                      ,11/08/2004,,"322,569.00","676,291.00",South East,AP3BB38HF4A55QRG19,EH44JB,EDINBURGH,South,Marchbank WOA,Marchbank Hermiston WSZ
111336,WRNW17,All Complete                                      ,11/08/2004,23,"324,415.00","672,340.00",South East,APYA2F8D57W43TNGYR,EH104LF,EDINBURGH,South,Glencorse WOA,Morningside/Grange WSZ
111794,WRNW17,All Complete                                      ,12/08/2004,3,"296,734.00","576,562.00",South East,APW9818D5LM55VA005,DG20AG,DUMFRIES,South,Killylour & Terregles WOA,Clunie WSZ
112292,WRNW17,All Complete                                      ,13/08/2004,,"373,881.00","805,736.00",North East,AP4FA78M5Q3429T0VL,AB326UL,WESTHILL,East,Invercannie & Mannofield WOA,Westhill Low Level WSZ
112321,WRNW17,All Complete with Comments                        ,13/08/2004,,"334,475.00","673,024.00",South East,APP0EF8R5B2435U0DJ,EH216HY,MUSSELBURGH,South,Rosebery (Ed & Lothian) WOA,Chalkieside WSZ
112336,WRNW17,Cancelled with comments                           ,13/08/2004,,"351,993.00","673,843.00",South East,APDW7T01RDR44HY0MB,EH414BQ,HADDINGTON,South,Castle Moffat WOA,Longplantings WSZ
112417,WRNW17,All Complete                                      ,13/08/2004,,"363,357.00","800,454.00",North East,APEVFY8D5KX50N6003,AB314HQ,BANCHORY,East,Invercannie WOA,Brathens WSZ
112555,WRNW17,All Complete                                      ,13/08/2004,229,"392,633.00","805,422.00",North East,APJP9H855VM424T0CM,AB106TF,ABERDEEN,East,Invercannie & Mannofield WOA,Airyhall WSZ
112580,WRNW17,All Complete                                      ,13/08/2004,11,"391,711.00","804,573.00",North East,AP0FAG8D5UC42PW0U5,AB157XU,ABERDEEN,East,Invercannie & Mannofield WOA,Slopefield WSZ
112882,WRNW17,All Complete                                      ,16/08/2004,2,"447,559.00","1,141,590.00",North West,APX4AQ8Q5LJ5LTF0VT,ZE10LR,SHETLAND,East,Sandy Loch WOA,Sandy Loch Lower CWT WSZ
112982,WRNW17,All Complete with Comments                        ,16/08/2004,10,"322,043.00","674,820.00",South East,APP2EC8W539441TGRR,EH42DE,EDINBURGH,South,Glencorse WOA,Blackhall/Davidson's Mains WSZ
113144,WRNW17,All Complete                                      ,16/08/2004,119,"276,159.00","800,867.00",North West,APXH81845VY50W80VC,PH211JD,KINGUSSIE,North,Aviemore WOA,Kingussie Tom Baraidh WSZ
113327,WRNW17,All Complete with Comments                        ,16/08/2004,20,"319,752.00","565,920.00",South East,APH0GW875ET50NEGK1,DG126HE,ANNAN,South,Black Esk WOA,Landheads WSZ
113359,WRNW17,All Complete                                      ,16/08/2004,49,"297,226.00","576,071.00",South East,APKLF18C6ML55LE0VW,DG12PA,DUMFRIES,South,Killylour & Terregles WOA,Clunie WSZ
113392,WRNW17,Cancelled with comments                           ,16/08/2004,,"327,281.00","668,446.00",South East,AP9D8681UWD41YU0U9,EH166PG,EDINBURGH,South,Glencorse WOA,Gilmerton PRV WSZ
113623,WRNW17,All Complete with Comments                        ,17/08/2004,144,"308,526.00","674,873.00",South East,APWVJ1896QV441YGCG,EH526SW,BROXBURN,South,Pateshill WOA,Waterston WSZ
114712,WRNW17,All Complete                                      ,18/08/2004,651,"393,450.00","807,379.00",North East,APL9AL8K5XQ433WG6W,AB253XQ,ABERDEEN,East,Invercannie & Mannofield WOA,Airyhall WSZ
114724,WRNW17,All Complete with Comments                        ,18/08/2004,5,"391,279.00","793,496.00",North East,APWUJY805T05D43GJM,AB393TP,STONEHAVEN,East,Invercannie & Mannofield WOA,Bluehill WSZ
114736,WRNW17,All Complete                                      ,18/08/2004,,"352,116.00","798,471.00",North East,AP9LJP825DH5GJ3G03,AB345HH,ABOYNE,East,Invercannie WOA,Aboyne Village Res WSZ
114885,WRNW17,All Complete                                      ,19/08/2004,29,"326,126.00","674,654.00",South East,APWF268W5U844XNGMR,EH13PA,EDINBURGH,South,Glencorse WOA,Old Town/Canongate WSZ
114892,WRNW17,All Complete with Comments                        ,19/08/2004,12,"325,502.00","671,194.00",South East,APWD1M8H5RH428N0T1,EH92HJ,EDINBURGH,South,Glencorse WOA,Blackford WSZ
114900,WRNW17,All Complete with Comments                        ,19/08/2004,6,"324,264.00","671,622.00",South East,APK32K8D57442FN0PR,EH105EB,EDINBURGH,South,Glencorse WOA,Morningside/Grange WSZ
115557,WRNW17,All Complete with Comments                        ,20/08/2004,5,"343,830.00","668,869.00",South East,AP316N8D5WU414YGAT,EH345DG,TRANENT,South,Rosebery (Ed & Lothian) WOA,Fountainhall WSZ
115680,WRNW17,All Complete                                      ,20/08/2004,23,"336,254.00","951,274.00",North West,APA7DX8K5EG5RL90AT,KW14DA,WICK,North,Loch Calder WOA,Toftcarl WSZ
115981,WRNW17,All Complete                                      ,20/08/2004,4,"336,313.00","951,435.00",North West,APJMAQ8J5EM5RKEG9T,KW14DY,WICK,North,Loch Calder WOA,Toftcarl WSZ
116210,WRNW17,All Complete                                      ,23/08/2004,19,"297,976.00","576,618.00",South East,APK57N8V5P355WAGXD,DG11NN,DUMFRIES,South,Killylour & Terregles WOA,Clunie WSZ
116288,WRNW17,All Complete with Comments                        ,23/08/2004,46,"319,566.00","673,268.00",South East,APWT2F8W5EE438NGDR,EH128RN,EDINBURGH,South,Glencorse WOA,East Craigs/N. Corstorphine WSZ
116985,WRNW17,All Complete with Comments                        ,24/08/2004,23,"243,269.00","555,411.00",South East,APAR7K8C6VQ5UHAGHA,DG89JA,NEWTON STEWART,South,Penwhirn WOA,Wigtown WSZ
117718,WRNW17,All Complete                                      ,25/08/2004,,"333,506.00","865,558.00",North West,AP4X9G8W2A85YEFGX2,IV327NW,FOCHABERS,East,Spey Badentinan WOA,Threaplands WSZ
117929,WRNW17,All Complete with Comments                        ,25/08/2004,16,"283,305.00","561,601.00",South East,APLG7H8V5AX5XJAGBD,DG54JP,DALBEATTIE,South,Lochinvar WOA,Caigton WSZ
117933,WRNW17,All Complete with Comments                        ,25/08/2004,55,"241,102.00","565,008.00",South East,APXQ738V5Q05Y7AGEA,DG86JR,NEWTON STEWART,South,Penwhirn WOA,Doonhill WSZ
118017,WRNW17,All Complete with Comments                        ,25/08/2004,14,"323,303.00","673,895.00",South East,APFKED8W65Q44JTGFR,EH43DX,EDINBURGH,South,Glencorse WOA,Murrayfield/Ravelston WSZ
118226,WRNW17,All Complete with Comments                        ,25/08/2004,55,"393,056.00","806,828.00",North East,AP0N9G8M5WG43TT0GM,AB252RS,ABERDEEN,East,Invercannie & Mannofield WOA,Airyhall WSZ
118227,WRNW17,All Complete                                      ,25/08/2004,98,"362,722.00","852,608.00",North East,AP6A9K833HJ5R3RGXU,AB547TH,HUNTLY,East,Turriff WOA,Aberchirder Cleanhill WSZ
118734,WRNW17,All Complete                                      ,26/08/2004,77,"210,810.00","776,195.00",North West,APMHGH8E5WB55N9GXG,PH337DA,FORT WILLIAM,North,Camisky Wellfield WOA,Banavie North WSZ
119026,WRNW17,All Complete                                      ,27/08/2004,128,"296,553.00","668,799.00",South East,APKYHR805LT412UG8M,EH482AL,BATHGATE,South,Balmore South Region Tweed WOA,East Craigs WSZ
119244,WRNW17,All Complete                                      ,27/08/2004,9,"394,617.00","855,074.00",North East,AP2JLP8M5GJ5TC90CM,AB436SS,FRASERBURGH,East,Turriff WOA,Strichen - Bransbog WSZ
119919,WRNW17,All Complete with Comments                        ,30/08/2004,,"348,440.00","631,304.00",South East,AP2FJB8W5NW6FRVGGT,TD13PB,GALASHIELS,South,Howden WOA,Thornbush to Central Borders WSZ
120266,WRNW17,All Complete                                      ,31/08/2004,6,"268,434.00","550,775.00",South East,AP4B91895DW5Q9AGR4,DG64BG,KIRKCUDBRIGHT,South,Glengap & Ringford WOA,Loch Fergus WSZ
120576,WRNW17,All Complete with Comments                        ,31/08/2004,143,"279,487.00","655,220.00",South West,APTFHG8C1K06TE4G64,ML27AU,WISHAW,South,Daer WOA,Gair WSZ
120802,WRNW17,All Complete with Comments                        ,01/09/2004,6,"268,434.00","550,775.00",South East,AP4B91895DW5Q9AGR4,DG64BG,KIRKCUDBRIGHT,South,Glengap & Ringford WOA,Loch Fergus WSZ
121010,WRNW17,All Complete with Comments                        ,01/09/2004,26,"287,111.00","660,080.00",South West,APGQ378052C4WTVGJM,ML74BE,SHOTTS,South,Camps & Daer WOA,Shotts WSZ
121153,WRNW17,All Complete with Comments                        ,01/09/2004,35,"321,963.00","674,724.00",South East,APRJ208H52L44YN071,EH42DG,EDINBURGH,South,Glencorse WOA,Blackhall/Davidson's Mains WSZ
121162,WRNW17,All Complete                                      ,01/09/2004,304,"327,062.00","675,306.00",South East,APDMEL8D5VK448T05R,EH68JT,EDINBURGH,South,Glencorse WOA,North East Edinburgh WSZ
121169,WRNW17,All Complete                                      ,01/09/2004,40,"365,640.00","677,896.00",South East,APH46N8D58E46HY0NV,EH421UF,DUNBAR,South,Castle Moffat WOA,Traprainlaw WSZ
121184,WRNW17,All Complete with Comments                        ,01/09/2004,14,"296,320.00","575,521.00",South East,AP307R8D5LC54CAGR5,DG27QF,DUMFRIES,South,Killylour & Terregles WOA,Clunie WSZ
121283,WRNW17,All Complete with Comments                        ,01/09/2004,,"314,541.00","566,485.00",South East,APFF948V6LC50XF0K0,DG125QG,ANNAN,South,Black Esk WOA,Birset WSZ
121511,WRNW17,All Complete with Comments                        ,02/09/2004,,"314,541.00","566,485.00",South East,APFF948V6LC50XF0K0,DG125QG,ANNAN,South,Black Esk WOA,Birset WSZ
121608,WRNW17,All Complete with Comments                        ,02/09/2004,,"278,213.00","701,569.00",South West,APAG4C8F5GG408UGYL,FK150AT,DUNBLANE,West,Turret West Region WOA,Glen Road WSZ
121808,WRNW17,All Complete with Comments                        ,02/09/2004,87,"347,393.00","703,382.00",North East,APLU7X885LT414XGUA,KY91LW,LEVEN,East,Glenfarg & Glendevon WOA,Gallowhill WSZ
121836,WRNW17,All Complete with Comments                        ,02/09/2004,31,"351,775.00","615,404.00",South East,APXN7F815DB570A063,TD99RR,HAWICK,South,Roberton WOA,Crumhaugh Hill WSZ
121843,WRNW17,All Complete with Comments                        ,02/09/2004,79,"320,950.00","674,726.00",South East,APDK208H50M44YNGQ1,EH43PS,EDINBURGH,South,Glencorse WOA,Blackhall/Davidson's Mains WSZ
121856,WRNW17,All Complete with Comments                        ,02/09/2004,,"322,851.00","672,304.00",South East,AP7Q2H8D54V43RN05R,EH112PS,EDINBURGH,South,Glencorse WOA,Edinburgh Centre West WSZ
121925,WRNW17,All Complete                                      ,02/09/2004,42,"391,419.00","804,229.00",North East,APN29K8M5TR42JTGLM,AB157RL,ABERDEEN,East,Invercannie & Mannofield WOA,Slopefield WSZ
122169,WRNW17,All Complete with Comments                        ,03/09/2004,2,"323,174.00","698,489.00",North East,APDTDU8J5504GJWGHR,KY50XZ,LOCHGELLY,East,GLENFARG WOA,Navitie WSZ
122177,WRNW17,All Complete with Comments                        ,03/09/2004,14,"326,116.00","692,306.00",North East,AP991Y815U84DJU0P1,KY25QT,KIRKCALDY,East,GLENFARG WOA,Torbain WSZ
122187,WRNW17,All Complete with Comments                        ,03/09/2004,,"325,250.00","716,624.00",North East,AP2R7X8Q5R248KX069,KY146JN,CUPAR,East,LHills & GFarg & Glendevon WOA,Lindifferon WSZ
122268,WRNW17,All Complete with Comments                        ,03/09/2004,5,"352,745.00","701,734.00",North East,APJ30M8P5F840BU0LK,KY102AY,ANSTRUTHER,East,Glenfarg & Glendevon WOA,Carnbee WSZ
122273,WRNW17,All Complete with Comments                        ,03/09/2004,50,"310,174.00","688,516.00",North East,APW2158R5UK4BPU0TG,KY120BX,DUNFERMLINE,East,Glendevon WOA,Townhill WSZ
122576,WRNW17,All Complete                                      ,03/09/2004,,"321,405.00","862,783.00",North West,APTWLL8561H5X49GYH,IV301BD,ELGIN,East,Glenlatterach & Badentinan WOA,Morriston WSZ
122865,WRNW17,All Complete with Comments                        ,06/09/2004,55,"371,652.00","771,199.00",North East,AP9FKD8G53N52830ML,AB301AN,LAURENCEKIRK,East,Whitehillocks WOA,Laurencekirk WSZ
